Source Question,Ground Truth,Source Answer,Source Answer ID,Target Answer ID,New Question,New Answer ID,Inspection Conclusion
who plays timon 's voice in the lion king,"[{'kb_id': 'm.01nxzv', 'text': 'Nathan Lane'}]",timon,m.0c31r0,['m.05zppz'],who is the gender of the person plays timon's voice in the lion king,"['m.01nxzv', 'm.0c31r0', 'm.04nxfq', 'm.03wjyj', 'm.02xwq9', 'm.029k55', 'm.0fb1q', 'm.02_p5w', 'm.03q2bd', 'm.01vlj1g', 'm.0417z2', 'm.04clh4', 'm.02n8yh', 'm.0fghyr', 'm.08766_', 'm.016ywr', 'm.0jg3n', 'm.0djk_l', 'm.045c8k', 'm.02h8g', 'm.0f6_x', 'm.07gr9b', 'm.01vrz41', 'm.0rg4_6', 'm.0f1xx0y', 'm.0dzqfk7', 'm.0sx42p', 'm.0dnzddb', 'm.0rg50r', 'm.0t7m1v', 'm.0g6r4cp', 'm.0sx44f', 'm.0g6r4dx', 'm.0g6r4d0', 'm.0g6r4dd', 'm.0dn3fnl', 'm.0t7m09', 'm.0pxgyv', 'm.0sx44n', 'm.0f8g7fx', 'm.0nnth4n', 'm.0pxgym', 'm.02bjrlw', 'm.0pbdl2', 'm.0f72__1', 'm.0dprb1f', 'm.0f0g85h', 'm.0f04lz7', 'm.0_8m40', 'm.0174t1_', 'm.0f692mf', 'm.01323hw_', 'm.0xvs97', 'm.012mc19', 'm.0133ypm', 'm.0dmrtfh', 'm.0fr6x16', 'm.0f47903', 'm.0f9m_v_', 'm.0dnb955', 'm.0rfn0kv', 'm.0f7rq3t', 'm.0_8m2h', 'm.0dz6yck', 'm.010z8czx', 'm.0fbc4hr', 'm.0md3mb', 'm.015qhtz', 'm.0fr6q0c', 'm.018t1br', 'm.0pyywk', 'm.0tq09w', 'm.0gbfb3k', 'm.010m_42', 'm.0_8m28', 'm.0dmp5f9', 'm.0g2wd0k']",SA
what to visit in atlanta,"[{'kb_id': 'm.04qrhq', 'text': 'Fox Theatre'}, {'kb_id': 'm.06bxs4', 'text': 'Jimmy Carter Library and Museum'}, {'kb_id': 'm.03l1zc', 'text': 'Centennial Olympic Park'}, {'kb_id': 'm.027r6hr', 'text': 'Cobb Energy Performing Arts Centre'}, {'kb_id': 'm.039xmp', 'text': 'Omni Coliseum'}, {'kb_id': 'm.0j28sdt', 'text': 'Atlanta Jewish Film Festival'}, {'kb_id': 'm.038bv6', 'text': 'Georgia Dome'}, {'kb_id': 'm.0b5g4p', 'text': 'Masquerade'}, {'kb_id': 'm.02xmrp', 'text': 'The Tabernacle'}, {'kb_id': 'm.050n0y', 'text': 'Atlanta History Center'}, {'kb_id': 'm.027t71h', 'text': 'Four Seasons Hotel Atlanta'}, {'kb_id': 'm.0gln9p', 'text': 'Center for Puppetry Arts'}, {'kb_id': 'm.050m_5', 'text': 'Woodruff Arts Center'}, {'kb_id': 'm.05c25f2', 'text': 'Variety Playhouse'}, {'kb_id': 'm.050my1', 'text': 'Martin Luther King, Jr. National Historic Site'}, {'kb_id': 'm.050mtz', 'text': 'Margaret Mitchell House & Museum'}, {'kb_id': 'm.0c3cp2', 'text': 'Arbor Place Mall'}, {'kb_id': 'm.04_mbv', 'text': 'World of Coca-Cola'}, {'kb_id': 'm.038gvs', 'text': 'Philips Arena'}, {'kb_id': 'm.020fp1', 'text': 'Turner Field'}, {'kb_id': 'm.029fnx', 'text': 'Underground Atlanta'}, {'kb_id': 'm.04jny9', 'text': 'Fernbank Museum of Natural History'}, {'kb_id': 'm.03sm22', 'text': 'Six Flags Over Georgia'}, {'kb_id': 'm.0130ft', 'text': 'Atlanta Symphony Orchestra'}, {'kb_id': 'm.03q1hw', 'text': 'Zoo Atlanta'}, {'kb_id': 'm.0fpmfg', 'text': 'Atlanta Ballet'}, {'kb_id': 'm.030pkm', 'text': 'Peachtree Road Race'}, {'kb_id': 'm.03xrf5', 'text': 'Georgia State Capitol'}, {'kb_id': 'm.033h7k', 'text': 'Georgia Aquarium'}, {'kb_id': 'm.03wm34', 'text': 'Atlanta Cyclorama & Civil War Museum'}, {'kb_id': 'm.04htb5', 'text': 'Fernbank Science Center'}, {'kb_id': 'm.04d135', 'text': 'CNN Center'}, {'kb_id': 'm.02jnft', 'text': 'Atlanta Marriott Marquis'}, {'kb_id': 'm.03spbl', 'text': 'Six Flags White Water'}, {'kb_id': 'm.02wl1b', 'text': 'Georgia World Congress Center'}, {'kb_id': 'm.03cspcp', 'text': 'Hyatt Regency Atlanta'}]",hyatt regency atlanta,m.03cspcp,['m.076_zq7'],what is the architecture firm of the thing to visit in atlanta,"['m.038gvs', 'm.03cspcp', 'm.0j28sdt', 'm.050m_5', 'm.050n0y', 'm.050my1', 'm.039xmp', 'm.02jnft', 'm.0c3cp2', 'm.020fp1', 'm.027t71h', 'm.03l1zc', 'm.038bv6', 'm.033h7k', 'm.06bxs4', 'm.03spbl', 'm.050mtz', 'm.02wl1b', 'm.03q1hw', 'm.04jny9', 'm.027r6hr', 'm.04_mbv', 'm.029fnx', 'm.030pkm', 'm.02xmrp', 'm.03sm22', 'm.0gln9p', 'm.05c25f2', 'm.04d135']",NA
what is the most common language in norway,"[{'kb_id': 'm.05f_3', 'text': 'Norwegian Language'}, {'kb_id': 'm.01648r', 'text': 'Bokm?l'}, {'kb_id': 'm.016rsc', 'text': 'Nynorsk'}]","saami, north language",m.04d36l,['m.04n0p'],what is the writing system of the most common language in norway,"['m.016rsc', 'm.01648r', 'm.05f_3']",SA
what was van halen first album,"[{'kb_id': 'm.0vs85p3', 'text': ""Ain't Talkin' 'Bout Love""}]",poundcake,m.01hm367,['m.014k0b'],what is the release type of van halen first album,"['m.0mv4xy5', 'm.0l1862', 'm.0l1lft', 'm.0mvwyd', 'm.01hm395', 'm.0lgt_g', 'm.06md9b', 'm.0lgv0b', 'm.01t5yrh', 'm.0121jv1m', 'm.059stgc', 'm.0121jmnx', 'm.0cv3dqq', 'm.07sqrr6', 'm.0ljv71n', 'm.0j3k4x4', 'm.05cl29_', 'm.04m3k12', 'm.0wlx851', 'm.0j3kgtq', 'm.0j3k4dg', 'm.0j3lcjh', 'm.0j3jxb2', 'm.012h8m6k', 'm.0whc1k1', 'm.0j3kmmg', 'm.0j3k847', 'm.010h06qn', 'm.04m2wc6', 'm.059r84c', 'm.011jvhsg', 'm.052b7kg', 'm.04mh668', 'm.04m25mf', 'm.0ryp5jh', 'm.04mb2y_', 'm.04m3j_b', 'm.012n_x7b', 'm.0j3kh7f', 'm.0_sr3kq', 'm.0j3l39f', 'm.0j3kf7h', 'm.0wlrf_5', 'm.0j3kywg', 'm.0zv1p_f', 'm.0j3k2l7', 'm.07ssxw8', 'm.0j3jt6j', 'm.0121jvq3', 'm.059rtnv', 'm.04mj96d', 'm.0121jm56', 'm.0j3kfc2', 'm.0hg7b', 'm.064r6_p', 'm.0q5ghv_', 'm.0135b0h2', 'm.0zdyc2s', 'm.01hm30v', 'm.010kz9hr', 'm.017y6j9', 'm.017y6j2', 'm.03cm_w5', 'm.03grkm3', 'm.03grkkd', 'm.01hm2vp', 'm.01hm3b5', 'm.0k_68cf', 'm.01hm3dk', 'm.01hm2_x', 'm.0fnz2y', 'm.026g_2r', 'm.0h0t_0', 'm.03grkkr', 'm.01hm2qh', 'm.0k_6hww', 'm.0k_6hx1', 'm.01hm2p6', 'm.01hm383', 'm.043fvxm', 'm.027_k0m', 'm.0ds2kr', 'm.01w712m', 'm.0k_67r6', 'm.01t6sjc', 'm.02f6_g', 'm.0zpgw0', 'm.0478__m', 'm.0vs8682', 'm.0vs86qt', 'm.0vs862g', 'm.02f73b', 'm.0vs86ts', 'm.0vs876c', 'm.0vs85yp', 'm.0vs8749', 'm.0vs85q2', 'm.0vs8736', 'm.0vs85z_', 'm.0vs85x2', 'm.0vs85qm', 'm.0vs85rf', 'm.0vs85ws', 'm.0vs874r', 'm.0vs8719', 'm.0vs85xz', 'm.0vs85p3', 'm.0vs85tm', 'm.0vs8611', 'm.0vs8662', 'm.0vs860t', 'm.0vs86lb', 'm.057vmj', 'm.02f716', 'm.02f5qb', 'm.0l14md', 'm.01d38t', 'm.01hm3ft', 'm.01hm37m']",SA
what are the sights to see in madrid,"[{'kb_id': 'm.06cgmf', 'text': 'Madrid Arena'}, {'kb_id': 'm.03chy63', 'text': 'Festimad'}, {'kb_id': 'm.06nd2f', 'text': 'Parque Warner Madrid'}, {'kb_id': 'm.06_l58', 'text': 'Plaza de Cibeles'}, {'kb_id': 'm.07mpc7', 'text': 'Puerta del Sol'}, {'kb_id': 'm.02r9yg7', 'text': 'Summercase'}, {'kb_id': 'm.073z19', 'text': 'Thyssen-Bornemisza Museum'}, {'kb_id': 'm.0bwg9f0', 'text': 'Madrid Marathon'}, {'kb_id': 'm.0h3lmf1', 'text': 'Museum of L¨¢zaro Galdiano'}, {'kb_id': 'm.09s07b', 'text': 'Gran V¨ªa'}, {'kb_id': 'm.06j2nj', 'text': 'Paseo del Prado'}, {'kb_id': 'm.01bc9m', 'text': 'El Escorial'}, {'kb_id': 'm.07f__f', 'text': 'Temple of Debod'}, {'kb_id': 'm.0h3tjjc', 'text': 'Palace of la Bolsa de Madrid'}, {'kb_id': 'm.04m3yk', 'text': 'Royal Palace of Madrid'}, {'kb_id': 'm.0cd2rc', 'text': 'Plaza Mayor, Madrid'}, {'kb_id': 'm.01hlq3', 'text': 'Museo Nacional Del Prado'}, {'kb_id': 'm.053llq', 'text': 'Almudena Cathedral'}, {'kb_id': 'm.0fphvtq', 'text': 'La Vaguada'}, {'kb_id': 'm.01jcyh', 'text': 'Museo Nacional Centro de Arte Reina Sof¨ªa'}, {'kb_id': 'm.03rmzx', 'text': 'Buen Retiro Park'}, {'kb_id': 'm.05bvn8g', 'text': 'Sorolla Museum'}]",palace of la bolsa de madrid,m.0h3tjjc,['m.03yw861'],what is the notable types of the are the sights to see in madrid,"['m.06nd2f', 'm.06cgmf', 'm.05bvn8g', 'm.01bc9m', 'm.01jcyh', 'm.053llq', 'm.0h3tjjc', 'm.0bwg9f0', 'm.04m3yk', 'm.0cd2rc', 'm.07f__f', 'm.06_l58', 'm.0fphvtq', 'm.03rmzx', 'm.09s07b', 'm.06j2nj', 'm.03chy63', 'm.02r9yg7', 'm.0h3lmf1', 'm.07mpc7']",FP
what is the name of the book hitler wrote in jail,[],world war ii in yugoslavia,m.0h6twh,"['m.0222p5', 'm.02rzsxd', 'm.0bjzmc', 'm.038s73', 'm.04g25zz', 'm.01vpmw', 'm.02n_8c', 'm.047d0_', 'm.05m_f2', 'm.0472f', 'm.01w_3m', 'm.0bjz03', 'm.05ryc4', 'm.05m_1h', 'm.03bzbrf', 'm.0412jv4', 'm.03gtw1v', 'm.06fh0q', 'm.05m_jl', 'm.0g__bj', 'm.02w4x1m', 'm.05m_c0', 'm.07f_hz', 'm.050yd9', 'm.07dbnc', 'm.05m_48', 'm.0c0cfb', 'm.0gywzyd', 'm.05c11hz']",who is the entity involved of the is the name of the book hitler wrote in jail,"['m.0dl13', 'm.02n7m', 'm.03hfz']",FP
what is the zip code for trenton,"[{'kb_id': 'm.07nrtp9', 'text': '08607'}, {'kb_id': 'm.07nrtnf', 'text': '08650'}, {'kb_id': 'm.0206qr2', 'text': '08611'}, {'kb_id': 'm.0206qq6', 'text': '08691'}, {'kb_id': 'm.0206ng_', 'text': '08628'}, {'kb_id': 'm.03dtqmy', 'text': '08641'}, {'kb_id': 'm.03dtqnj', 'text': '08690'}, {'kb_id': 'm.02075s5', 'text': '08608'}, {'kb_id': 'm.07nrtp2', 'text': '08645'}, {'kb_id': 'm.07nrtnw', 'text': '08646'}, {'kb_id': 'm.07nrtpr', 'text': '08605'}, {'kb_id': 'm.02075z3', 'text': '08629'}, {'kb_id': 'm.07nrtm_', 'text': '08695'}, {'kb_id': 'm.0206nlg', 'text': '08638'}, {'kb_id': 'm.0206qfx', 'text': '08610'}, {'kb_id': 'm.07nrtnn', 'text': '08647'}, {'kb_id': 'm.07nrtpj', 'text': '08606'}, {'kb_id': 'm.07nrtn6', 'text': '08666'}, {'kb_id': 'm.02075l8', 'text': '08609'}, {'kb_id': 'm.07nrtpz', 'text': '08604'}, {'kb_id': 'm.03dtqlk', 'text': '08625'}, {'kb_id': 'm.0206qgw', 'text': '08619'}, {'kb_id': 'm.07nrtq5', 'text': '08603'}, {'kb_id': 'm.07nrtqm', 'text': '08601'}, {'kb_id': 'm.0206qlh', 'text': '08620'}, {'kb_id': 'm.07nrtqd', 'text': '08602'}, {'kb_id': 'm.0206njw', 'text': '08618'}]",8691,m.0206qq6,['m.0n5dt'],what is the containedby of the zip code for trenton,"['m.02075z3', 'm.0206ng_', 'm.0206qgw', 'm.02075s5', 'm.0206qr2', 'm.02075l8', 'm.0206qq6', 'm.0206njw', 'm.03dtqnj', 'm.0206qlh', 'm.03dtqlk', 'm.03dtqmy', 'm.0206qfx', 'm.0206nlg', 'm.07nrtq5', 'm.07nrtnn', 'm.07nrtp2', 'm.07nrtnf', 'm.07nrtpz', 'm.07nrtqd', 'm.07nrtp9', 'm.07nrtqm', 'm.07nrtpr', 'm.07nrtm_', 'm.07nrtnw', 'm.07nrtpj']",NA
what are the sights to see in madrid,"[{'kb_id': 'm.06cgmf', 'text': 'Madrid Arena'}, {'kb_id': 'm.03chy63', 'text': 'Festimad'}, {'kb_id': 'm.06nd2f', 'text': 'Parque Warner Madrid'}, {'kb_id': 'm.06_l58', 'text': 'Plaza de Cibeles'}, {'kb_id': 'm.07mpc7', 'text': 'Puerta del Sol'}, {'kb_id': 'm.02r9yg7', 'text': 'Summercase'}, {'kb_id': 'm.073z19', 'text': 'Thyssen-Bornemisza Museum'}, {'kb_id': 'm.0bwg9f0', 'text': 'Madrid Marathon'}, {'kb_id': 'm.0h3lmf1', 'text': 'Museum of L¨¢zaro Galdiano'}, {'kb_id': 'm.09s07b', 'text': 'Gran V¨ªa'}, {'kb_id': 'm.06j2nj', 'text': 'Paseo del Prado'}, {'kb_id': 'm.01bc9m', 'text': 'El Escorial'}, {'kb_id': 'm.07f__f', 'text': 'Temple of Debod'}, {'kb_id': 'm.0h3tjjc', 'text': 'Palace of la Bolsa de Madrid'}, {'kb_id': 'm.04m3yk', 'text': 'Royal Palace of Madrid'}, {'kb_id': 'm.0cd2rc', 'text': 'Plaza Mayor, Madrid'}, {'kb_id': 'm.01hlq3', 'text': 'Museo Nacional Del Prado'}, {'kb_id': 'm.053llq', 'text': 'Almudena Cathedral'}, {'kb_id': 'm.0fphvtq', 'text': 'La Vaguada'}, {'kb_id': 'm.01jcyh', 'text': 'Museo Nacional Centro de Arte Reina Sof¨ªa'}, {'kb_id': 'm.03rmzx', 'text': 'Buen Retiro Park'}, {'kb_id': 'm.05bvn8g', 'text': 'Sorolla Museum'}]","plaza mayor, madrid",m.0cd2rc,['g.125fvgyvt'],the are the sights to see in madrid is notable for what,"['m.06cgmf', 'm.06nd2f', 'm.05bvn8g', 'm.01jcyh', 'm.01bc9m', 'm.053llq', 'm.0h3tjjc', 'm.0bwg9f0', 'm.07f__f', 'm.04m3yk', 'm.0cd2rc', 'm.06_l58', 'm.0fphvtq', 'm.03rmzx', 'm.06j2nj', 'm.03chy63', 'm.09s07b', 'm.02r9yg7', 'm.0h3lmf1', 'm.07mpc7']",NA
what university did obama graduated from,"[{'kb_id': 'm.01w5m', 'text': 'Columbia University'}]",punahou school,m.02d9nr,"['m.04hbpb8', 'm.04hcflq', 'm.04hh3fw', 'm.04hbygk', 'm.0n1ltmr', 'm.0svw_sb', 'm.04hc30v', 'm.0n0xlst', 'm.02nqgp6', 'm.04hc65z', 'm.04hcc85', 'm.04hcdms', 'm.04hcgh5', 'm.04hcrv6', 'm.04hcw9g', 'm.04hcxkj', 'm.04hcxqt', 'm.04hcydw', 'm.04hd2_w', 'm.04hd5g5', 'm.04hd5k6', 'm.04hd9x2', 'm.04hdbdw', 'm.04hfbr1', 'm.04hfdl5', 'm.04hg1nm', 'm.04hjrzy', 'm.04hjyxj', 'm.04hk0cw', 'm.04hk8qc', 'm.04hmy84', 'm.04hn755', 'm.04hnn6b', 'm.04hnv50', 'm.04hp10r', 'm.04hp3l0', 'm.04hpl45', 'm.04hq7ww', 'm.04hqmh9', 'm.04hr2cj', 'm.04hrbb1', 'm.04hrdwd', 'm.04hrf63', 'm.04hrnq2', 'm.04hvs8z', 'm.04hvyl1', 'm.0_kw70b', 'm.0_kwfwp', 'm.0_kxn5j', 'm.0_kzmm5', 'm.0_kzn7b', 'm.0_l2rcc', 'm.0_l6536', 'm.0_lf69s', 'm.0_lg3wq', 'm.0bymknq', 'm.0cq2l0g', 'm.0hhl8nf', 'm.0n0fgwp', 'm.0n0jk09', 'm.0n0l74t', 'm.0n0lc1r', 'm.0n0rfw9', 'm.0n0tpvg', 'm.0n0x5qk', 'm.0n1jpgb', 'm.0n1kthl', 'm.0n1mc01', 'm.0n1mjzf', 'm.0n1ml5_', 'm.0n55b8f', 'm.0sv_sxk', 'm.0svshw0', 'm.0svv3tp', 'm.0svw0y8', 'm.0svw1s6', 'm.0svxkmq', 'm.0svxq73', 'm.0svys7r', 'm.0svyvwk', 'm.0svzpgb', 'm.0sw0119', 'm.0sw0jm_', 'm.0sw0vkd', 'm.0sw2lv2', 'm.0sw2xm7', 'm.0w54dxk', 'm.0w55sgf', 'm.0w56050', 'm.0w59hkf', 'm.0w59r1v', 'm.0w5bf2k', 'm.0w5fkc1', 'm.0w5flf9', 'm.0w5jk6g', 'm.0w5kpyp', 'm.0w5l9ld', 'm.0w5lwr1', 'm.0w5m46_', 'm.0w5mlx1', 'm.0wlt9qt']",what is the students graduates of the university did obama graduated from,"['m.01w5m', 'm.014zws', 'm.05q2c', 'm.0280qps', 'm.0nbyhz3', 'm.02d9nr']",SA
what are all the countries in north africa,"[{'kb_id': 'm.04q7yp', 'text': 'Caliphate of C¨®rdoba'}, {'kb_id': 'm.06tw8', 'text': 'Sudan'}, {'kb_id': 'm.02jbz2', 'text': 'Western Roman Empire'}, {'kb_id': 'm.02wvgjs', 'text': 'Rashidun Caliphate'}, {'kb_id': 'm.02vkl1t', 'text': 'Ptolemaic Kingdom'}, {'kb_id': 'm.0c75f', 'text': 'United Arab Republic'}, {'kb_id': 'm.06frc', 'text': 'Roman Republic'}]",port said governorate,m.02d5v7,"['m.02xbzj', 'm.01d3hg', 'm.0277bxm', 'm.02pgm8k', 'm.078cr5', 'm.0dv5mz']",what is the contains of all the countries in north africa,"['m.06tw8', 'm.02wvgjs', 'm.06frc', 'm.02jbz2', 'm.052lf', 'm.01x1k', 'm.0c75f', 'm.01yqpw', 'm.02d5xt', 'm.02fhym', 'm.02d5ss', 'm.028y4d', 'm.02d5rm', 'm.02d5y5', 'm.0hkt6', 'm.02d5r6', 'm.02d5ny', 'm.0h3y', 'm.05b_lk', 'm.0276ktb', 'm.04q7yp', 'm.02d5vm', 'm.02d5qg', 'm.02d5r_', 'm.02d5tj', 'm.02jpny', 'm.07fj_']",SA
what are all the countries in north africa,"[{'kb_id': 'm.04q7yp', 'text': 'Caliphate of C¨®rdoba'}, {'kb_id': 'm.06tw8', 'text': 'Sudan'}, {'kb_id': 'm.02jbz2', 'text': 'Western Roman Empire'}, {'kb_id': 'm.02wvgjs', 'text': 'Rashidun Caliphate'}, {'kb_id': 'm.02vkl1t', 'text': 'Ptolemaic Kingdom'}, {'kb_id': 'm.0c75f', 'text': 'United Arab Republic'}, {'kb_id': 'm.06frc', 'text': 'Roman Republic'}]",damietta governorate,m.02d5vm,['m.01315c9k'],what is the pronunciation of all the countries in north africa,"['m.02wvgjs', 'm.06frc', 'm.06tw8', 'm.02jbz2', 'm.0c75f', 'm.0hkt6', 'm.052lf', 'm.01x1k', 'm.02d5ss', 'm.02fhym', 'm.01yqpw', 'm.02d5xt', 'm.02jpny', 'm.04q7yp', 'm.05b_lk']",SA
where are people who speak arabic from,"[{'kb_id': 'm.03__y', 'text': 'Jordan'}, {'kb_id': 'm.06tw8', 'text': 'Sudan'}, {'kb_id': 'm.0h44w', 'text': 'Mandatory Palestine'}, {'kb_id': 'm.02khs', 'text': 'Eritrea'}, {'kb_id': 'm.04gqr', 'text': 'Libya'}, {'kb_id': 'm.0697s', 'text': 'Qatar'}, {'kb_id': 'm.027jk', 'text': 'Djibouti'}, {'kb_id': 'm.047yc', 'text': 'Kuwait'}, {'kb_id': 'm.01z215', 'text': 'Saudi Arabia'}, {'kb_id': 'm.06vbd', 'text': 'Syria'}, {'kb_id': 'm.02k54', 'text': 'Egypt'}, {'kb_id': 'm.0d060g', 'text': 'Canada'}, {'kb_id': 'm.01n6c', 'text': 'Comoros'}, {'kb_id': 'm.04vjh', 'text': 'Mauritania'}, {'kb_id': 'm.03spz', 'text': 'Israel'}, {'kb_id': 'm.0h3y', 'text': 'Algeria'}, {'kb_id': 'm.0hzlz', 'text': 'South Africa'}, {'kb_id': 'm.07dzf', 'text': 'Tanzania'}, {'kb_id': 'm.07fj_', 'text': 'Tunisia'}, {'kb_id': 'm.01znc_', 'text': 'Turkey'}, {'kb_id': 'm.03shp', 'text': 'Iran'}, {'kb_id': 'm.02z62v1', 'text': 'Seljuk Empire'}, {'kb_id': 'm.01z88t', 'text': 'Yemen'}, {'kb_id': 'm.05l8y', 'text': 'Oman'}, {'kb_id': 'm.04hqz', 'text': 'Lebanon'}, {'kb_id': 'm.035hr8', 'text': 'South Yemen'}, {'kb_id': 'm.0161c', 'text': 'Bahrain'}, {'kb_id': 'm.0d05q4', 'text': 'Iraq'}, {'kb_id': 'm.0j1z8', 'text': 'United Arab Emirates'}, {'kb_id': 'm.04wgh', 'text': 'Morocco'}]",oman,m.05l8y,"['m.05gpqnr', 'm.05gq576', 'm.047l4ry']",what is the adjoin s of,"['m.02pxfc', 'm.099cft', 'm.02hwj5j', 'm.02hwskf', 'm.02hwf9k', 'm.05ymz0', 'm.02hwhrj', 'm.0bddmh', 'm.035t_3', 'm.09v91l', 'm.02hx2cr', 'm.04rvgv', 'm.02hwhzs', 'm.03wc2kf', 'm.0262dbq']",FP
who created arthur,"[{'kb_id': 'm.058nj4', 'text': 'Marc Brown'}, {'kb_id': 'm.02g2wh', 'text': 'WGBH'}, {'kb_id': 'm.06_dbm', 'text': 'Cookie Jar Group'}]",mitchell david rothpan,m.0b_nhr6,"['m.0kjz_r5', 'm.0jsncfx']",what is the starring roles of the person created arthur,"['m.07889y', 'm.02rktdc', 'm.027984n', 'm.03mdd5q', 'm.027tw7s', 'm.01cwcr', 'm.02rkqpj', 'm.0bj65ng', 'm.02vr5y2', 'm.07kczsn', 'm.0h81q_', 'm.02q4qv9', 'm.04133pl', 'm.0g6dql', 'm.027_pl2', 'm.0b_nhr6', 'm.093j6x', 'm.054qn0', 'm.0f13q4', 'm.026_g5r', 'm.026_fxg', 'm.0fj_8d', 'm.0j6_bc3', 'm.0lqn11n', 'm.058nj4', 'm.0j6_pg1', 'm.026_xw8', 'm.0mwk88d', 'm.025szx2', 'm.06_zh7', 'm.074jxx', 'm.0gm0vg5', 'm.0djy312', 'm.0bqnw1', 'm.0cy2vd']",SA
what was lucille ball,"[{'kb_id': 'm.02hrh1q', 'text': 'Actor'}, {'kb_id': 'm.018gz8', 'text': 'Comedian'}, {'kb_id': 'm.03gjzk', 'text': 'Television producer'}, {'kb_id': 'm.0d1pc', 'text': 'Model'}, {'kb_id': 'm.09l65', 'text': 'Singer'}]","what now, catherine curtis?",m.0h3mpq9,['m.02h40lc'],what is the language of lucille ball,"['m.0gfpq5s', 'm.0z_4kt1', 'm.02ndpr', 'm.0d1pc', 'm.062z41d', 'm.09l65', 'm.012xjmqm', 'm.03gjzk', 'm.06pfjy9', 'm.016_4rt', 'm.016_4pd', 'm.016_4rl', 'm.016_4q1', 'm.016_4pm', 'm.016_4r4', 'm.01096k33', 'm.018gz8', 'm.01b5hy_', 'm.016_4q8', 'm.01yrm1', 'm.01bg_79']",SA
